feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,contacted_agent,referred_claim
FDB80538,CUST10385,2024-06-20,The mobile app experience was intuitive.,4,No,No
FDB80539,CUST11122,2024-08-20,The agent was helpful and explained everything.,4,No,No
FDB80540,CUST10781,2026-01-09,Frustrated with repeated documentation requests.,2,No,No
FDB80541,CUST11064,2024-09-01,Excellent customer service support.,4,Yes,No
FDB80545,CUST10210,2026-06-01,Had to wait too long for claim approval.,1,No,No
FDB80547,CUST10313,2024-10-21,Claim process could be faster.,2,Yes,No
FDB80548,CUST10746,2025-06-20,The mobile app experience was intuitive.,4,Yes,Yes
FDB80549,CUST10712,2025-04-01,The mobile app experience was intuitive.,4,No,Yes
FDB80552,CUST11366,2026-05-14,Frustrated with repeated documentation requests.,2,Yes,No
FDB80554,CUST10660,2026-08-22,Need more clarity on policy coverage.,2,Yes,No
FDB80555,CUST10082,2024-01-05,The mobile app experience was intuitive.,4,Yes,No
FDB80558,CUST11152,2026-03-30,The agent was helpful and explained everything.,5,Yes,Yes
FDB80559,CUST10329,2025-04-14,Frustrated with repeated documentation requests.,2,No,No
FDB80563,CUST11157,2024-08-10,I'm not happy with the premium charged.,2,Yes,No
FDB80565,CUST11140,2026-05-20,Smooth experience with no issues.,5,No,No
FDB80567,CUST11023,2025-08-23,The mobile app experience was intuitive.,4,Yes,Yes
FDB80568,CUST11416,2024-10-08,Had to wait too long for claim approval.,2,No,No
FDB80569,CUST11502,2025-07-07,Very satisfied with the claim process.,5,Yes,No
FDB80570,CUST10658,2025-10-28,Smooth experience with no issues.,4,No,No
FDB80572,CUST11015,2025-12-02,Had to wait too long for claim approval.,1,No,Yes
FDB80577,CUST11144,2026-07-02,I'm not happy with the premium charged.,2,Yes,Yes
FDB80578,CUST10274,2024-05-08,Frustrated with repeated documentation requests.,2,No,No
FDB80579,CUST10509,2023-12-03,Had to wait too long for claim approval.,1,No,Yes
FDB80580,CUST11196,2023-12-16,Smooth experience with no issues.,5,Yes,No
FDB80581,CUST10523,2024-11-19,Frustrated with repeated documentation requests.,2,No,No
FDB80583,CUST10673,2023-12-28,Claim process could be faster.,2,No,No
FDB80585,CUST11335,2024-03-24,The agent was helpful and explained everything.,4,Yes,No
FDB80586,CUST10037,2025-08-26,I'm not happy with the premium charged.,2,No,Yes
FDB80587,CUST10874,2024-08-29,Need more clarity on policy coverage.,2,Yes,No
FDB80588,CUST11423,2026-08-06,Frustrated with repeated documentation requests.,2,No,No
FDB80590,CUST11151,2025-03-26,Frustrated with repeated documentation requests.,2,Yes,No
FDB80592,CUST10331,2026-04-29,Excellent customer service support.,5,Yes,No
FDB80596,CUST11389,2025-08-28,Very satisfied with the claim process.,4,No,Yes
FDB80597,CUST10443,2025-05-30,The agent was helpful and explained everything.,4,No,Yes
FDB80598,CUST11632,2026-06-24,Excellent customer service support.,4,Yes,No
FDB80599,CUST11098,2023-10-11,The agent was helpful and explained everything.,4,Yes,No
FDB80600,CUST10228,2026-05-23,Need more clarity on policy coverage.,2,No,No
FDB80602,CUST10249,2023-10-26,The agent was helpful and explained everything.,4,Yes,Yes
FDB80603,CUST10825,2024-04-07,Had to wait too long for claim approval.,1,No,Yes
FDB80605,CUST10694,2024-02-07,Had to wait too long for claim approval.,1,Yes,Yes
FDB80606,CUST10965,2023-10-11,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80607,CUST11602,2026-01-22,Frustrated with repeated documentation requests.,2,No,No
FDB80612,CUST10441,2024-09-14,Had to wait too long for claim approval.,2,No,No
FDB80617,CUST10125,2024-04-26,I'm not happy with the premium charged.,2,Yes,No
FDB80618,CUST11388,2025-07-15,The agent was helpful and explained everything.,4,No,Yes
FDB80619,CUST11291,2025-04-24,Smooth experience with no issues.,4,No,Yes
FDB80620,CUST11543,2024-01-11,The mobile app experience was intuitive.,4,No,Yes
FDB80622,CUST10387,2025-12-24,Claim process could be faster.,2,No,Yes
FDB80624,CUST10328,2024-09-07,The mobile app experience was intuitive.,4,Yes,Yes
FDB80625,CUST10242,2026-05-09,The mobile app experience was intuitive.,4,No,No
FDB80627,CUST10253,2026-02-04,Claim process could be faster.,2,No,No
FDB80630,CUST10110,2025-08-30,Claim process could be faster.,3,Yes,Yes
FDB80632,CUST11585,2024-09-13,Smooth experience with no issues.,5,No,Yes
FDB80634,CUST11258,2023-11-12,Claim process could be faster.,2,Yes,No
FDB80635,CUST11278,2024-10-08,Frustrated with repeated documentation requests.,2,Yes,No
FDB80637,CUST11114,2026-07-27,I'm not happy with the premium charged.,2,No,Yes
FDB80642,CUST11160,2025-04-29,Need more clarity on policy coverage.,2,Yes,No
FDB80643,CUST10999,2024-07-24,Very satisfied with the claim process.,5,No,No
FDB80645,CUST10517,2024-08-05,Smooth experience with no issues.,5,No,Yes
FDB80647,CUST11134,2026-08-17,Frustrated with repeated documentation requests.,2,No,Yes
FDB80648,CUST11503,2023-12-03,I'm not happy with the premium charged.,2,No,Yes
FDB80649,CUST10374,2026-04-11,I'm not happy with the premium charged.,2,No,No
FDB80650,CUST11504,2025-03-10,The mobile app experience was intuitive.,4,No,No
FDB80651,CUST11289,2024-11-12,Excellent customer service support.,4,Yes,No
FDB80653,CUST11204,2026-09-02,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80654,CUST10125,2024-04-04,Excellent customer service support.,5,No,Yes
FDB80655,CUST11178,2026-03-12,The mobile app experience was intuitive.,4,Yes,No
FDB80656,CUST11013,2024-05-04,Very satisfied with the claim process.,4,No,No
FDB80659,CUST10985,2024-09-25,Claim process could be faster.,2,No,Yes
FDB80661,CUST10361,2024-02-17,I'm not happy with the premium charged.,2,No,Yes
FDB80662,CUST10171,2026-04-03,I'm not happy with the premium charged.,2,No,No
FDB80663,CUST10978,2025-04-01,I'm not happy with the premium charged.,2,No,No
FDB80664,CUST10853,2026-01-28,The mobile app experience was intuitive.,4,Yes,Yes
FDB80665,CUST10486,2024-10-05,Claim process could be faster.,2,No,No
FDB80667,CUST11194,2026-07-08,Frustrated with repeated documentation requests.,2,No,No
FDB80670,CUST10161,2023-12-22,Very satisfied with the claim process.,5,No,No
FDB80672,CUST10970,2025-07-30,Frustrated with repeated documentation requests.,2,Yes,No
FDB80673,CUST10048,2025-07-12,Had to wait too long for claim approval.,1,Yes,No
FDB80674,CUST11218,2026-03-16,Smooth experience with no issues.,5,No,Yes
FDB80675,CUST10974,2025-12-05,Smooth experience with no issues.,5,Yes,No
FDB80678,CUST11099,2025-07-03,I'm not happy with the premium charged.,2,Yes,Yes
FDB80680,CUST10566,2024-07-05,Frustrated with repeated documentation requests.,2,No,No
FDB80681,CUST10801,2026-07-21,Excellent customer service support.,4,No,Yes
FDB80682,CUST10550,2026-07-09,Frustrated with repeated documentation requests.,2,No,No
FDB80684,CUST11300,2026-05-18,Very satisfied with the claim process.,5,No,No
FDB80686,CUST11284,2026-05-10,I'm not happy with the premium charged.,2,No,Yes
FDB80689,CUST10112,2026-06-28,I'm not happy with the premium charged.,2,Yes,No
FDB80690,CUST10505,2023-09-04,I'm not happy with the premium charged.,2,Yes,No
FDB80692,CUST11558,2025-05-05,Had to wait too long for claim approval.,2,No,No
FDB80693,CUST10984,2024-08-10,Excellent customer service support.,5,Yes,Yes
FDB80699,CUST11505,2024-02-08,Smooth experience with no issues.,5,Yes,No
FDB80701,CUST10986,2025-12-19,Very satisfied with the claim process.,5,Yes,No
FDB80702,CUST10552,2026-02-04,The agent was helpful and explained everything.,4,No,Yes
FDB80703,CUST10146,2026-07-12,Had to wait too long for claim approval.,2,No,No
FDB80704,CUST10803,2024-05-26,Had to wait too long for claim approval.,1,Yes,No
FDB80706,CUST10705,2025-08-12,The agent was helpful and explained everything.,5,No,Yes
FDB80707,CUST11440,2024-11-05,I'm not happy with the premium charged.,2,No,No
FDB80709,CUST11501,2026-03-06,Claim process could be faster.,2,Yes,No
FDB80712,CUST11481,2024-07-02,Claim process could be faster.,3,No,Yes
FDB80713,CUST11169,2026-05-09,Need more clarity on policy coverage.,2,Yes,No
FDB80714,CUST11496,2024-01-17,Need more clarity on policy coverage.,2,No,Yes
FDB80716,CUST10490,2026-07-04,The agent was helpful and explained everything.,4,Yes,Yes
FDB80717,CUST10469,2024-02-17,I'm not happy with the premium charged.,2,Yes,Yes
FDB80719,CUST10280,2025-09-09,Claim process could be faster.,3,No,Yes
FDB80720,CUST10841,2025-12-15,The mobile app experience was intuitive.,4,Yes,No
FDB80721,CUST11529,2023-09-15,Need more clarity on policy coverage.,2,No,No
FDB80722,CUST11106,2024-01-10,Very satisfied with the claim process.,5,Yes,No
FDB80725,CUST10865,2025-07-23,Had to wait too long for claim approval.,1,Yes,Yes
FDB80726,CUST11448,2025-02-01,Had to wait too long for claim approval.,1,No,No
FDB80727,CUST11057,2025-08-27,The mobile app experience was intuitive.,4,No,No
FDB80728,CUST11346,2024-07-27,Very satisfied with the claim process.,4,Yes,No
FDB80729,CUST11597,2024-01-18,Had to wait too long for claim approval.,1,No,No
FDB80732,CUST10134,2023-11-20,Excellent customer service support.,5,No,Yes
FDB80733,CUST11539,2026-08-11,The agent was helpful and explained everything.,5,No,Yes
FDB80734,CUST10152,2026-05-28,Excellent customer service support.,5,No,Yes
FDB80735,CUST10238,2024-09-12,I'm not happy with the premium charged.,2,Yes,No
FDB80737,CUST11354,2026-08-21,Claim process could be faster.,2,Yes,No
FDB80740,CUST11127,2024-01-05,The mobile app experience was intuitive.,4,Yes,No
FDB80742,CUST11361,2025-06-06,The mobile app experience was intuitive.,4,No,No
FDB80745,CUST10855,2026-01-21,Excellent customer service support.,4,Yes,No
FDB80746,CUST10491,2025-12-13,Very satisfied with the claim process.,5,Yes,No
FDB80747,CUST11565,2024-05-07,Claim process could be faster.,2,No,No
FDB80750,CUST11476,2025-06-26,Had to wait too long for claim approval.,1,Yes,Yes
FDB80752,CUST11411,2024-10-05,Frustrated with repeated documentation requests.,2,No,No
FDB80753,CUST10166,2026-04-13,Excellent customer service support.,5,No,No
FDB80756,CUST10463,2026-07-25,Had to wait too long for claim approval.,1,No,No
FDB80757,CUST10869,2024-12-09,Need more clarity on policy coverage.,2,Yes,No
FDB80758,CUST10398,2025-08-03,Need more clarity on policy coverage.,2,Yes,No
FDB80759,CUST10222,2026-04-09,Claim process could be faster.,2,No,Yes
FDB80760,CUST11196,2024-07-07,Claim process could be faster.,2,Yes,Yes
FDB80762,CUST10469,2024-07-02,Had to wait too long for claim approval.,2,No,No
FDB80763,CUST10000,2024-06-05,Very satisfied with the claim process.,5,No,Yes
FDB80764,CUST11618,2025-03-13,Smooth experience with no issues.,5,Yes,No
FDB80766,CUST10326,2026-03-08,I'm not happy with the premium charged.,2,No,No
FDB80767,CUST10470,2026-08-16,The agent was helpful and explained everything.,4,No,No
FDB80769,CUST10264,2023-12-23,Had to wait too long for claim approval.,1,Yes,No
FDB80770,CUST10254,2026-02-03,The mobile app experience was intuitive.,4,Yes,No
FDB80771,CUST10415,2024-05-27,Had to wait too long for claim approval.,2,No,No
FDB80773,CUST11593,2025-06-12,The mobile app experience was intuitive.,4,No,No
FDB80776,CUST11306,2026-01-06,Frustrated with repeated documentation requests.,2,No,No
FDB80777,CUST10449,2025-10-19,The mobile app experience was intuitive.,4,Yes,No
FDB80780,CUST11010,2024-10-19,The agent was helpful and explained everything.,4,No,No
FDB80781,CUST10429,2025-03-25,Claim process could be faster.,3,Yes,Yes
FDB80782,CUST10742,2026-06-14,Frustrated with repeated documentation requests.,2,No,No
FDB80784,CUST10200,2025-06-24,Very satisfied with the claim process.,5,Yes,No
FDB80785,CUST10039,2025-06-12,Claim process could be faster.,2,No,No
FDB80786,CUST10043,2026-01-20,Smooth experience with no issues.,5,Yes,No
FDB80787,CUST11123,2026-07-15,Need more clarity on policy coverage.,2,Yes,No
FDB80788,CUST10869,2025-05-26,Excellent customer service support.,4,Yes,No
FDB80789,CUST11582,2024-01-10,I'm not happy with the premium charged.,2,No,No
FDB80791,CUST10278,2024-10-03,I'm not happy with the premium charged.,2,No,No
FDB80792,CUST10384,2025-09-10,Smooth experience with no issues.,4,No,No
FDB80793,CUST10935,2026-05-21,Need more clarity on policy coverage.,2,Yes,No
FDB80794,CUST10922,2024-12-09,I'm not happy with the premium charged.,2,No,No
FDB80796,CUST10053,2025-11-27,Need more clarity on policy coverage.,2,No,No
FDB80797,CUST10608,2024-09-18,Need more clarity on policy coverage.,2,Yes,No
FDB80798,CUST10636,2026-01-14,The mobile app experience was intuitive.,4,Yes,No
FDB80799,CUST10544,2026-03-26,Excellent customer service support.,4,No,No
FDB80800,CUST10868,2025-05-24,Need more clarity on policy coverage.,2,No,Yes
FDB80802,CUST10160,2026-06-30,Had to wait too long for claim approval.,2,Yes,No
FDB80803,CUST11328,2026-02-11,Had to wait too long for claim approval.,1,No,Yes
FDB80804,CUST10962,2025-07-23,I'm not happy with the premium charged.,2,Yes,No
FDB80809,CUST10200,2023-09-30,I'm not happy with the premium charged.,2,Yes,No
FDB80810,CUST10621,2026-07-06,Need more clarity on policy coverage.,2,No,No
FDB80814,CUST10982,2025-11-11,Smooth experience with no issues.,5,No,No
FDB80816,CUST10838,2024-06-07,Very satisfied with the claim process.,5,No,No
FDB80817,CUST10459,2026-02-16,Need more clarity on policy coverage.,2,No,Yes
FDB80818,CUST10066,2024-09-15,Had to wait too long for claim approval.,1,No,No
FDB80819,CUST10804,2026-08-06,Need more clarity on policy coverage.,2,No,No
FDB80822,CUST10499,2023-10-26,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80824,CUST10985,2026-08-25,The agent was helpful and explained everything.,4,Yes,Yes
FDB80825,CUST10709,2024-06-18,Claim process could be faster.,3,Yes,No
FDB80826,CUST11177,2026-01-20,Had to wait too long for claim approval.,1,No,No
FDB80827,CUST10130,2024-04-20,Claim process could be faster.,2,Yes,Yes
FDB80828,CUST11017,2025-12-26,Claim process could be faster.,2,No,No
FDB80829,CUST10765,2025-04-25,Need more clarity on policy coverage.,2,No,No
FDB80830,CUST11089,2024-08-21,Frustrated with repeated documentation requests.,2,No,No
FDB80831,CUST10723,2024-11-16,The mobile app experience was intuitive.,4,Yes,No
FDB80833,CUST11091,2026-02-13,Very satisfied with the claim process.,5,No,Yes
FDB80834,CUST11009,2026-03-17,Frustrated with repeated documentation requests.,2,Yes,No
FDB80835,CUST11084,2026-03-30,I'm not happy with the premium charged.,2,No,No
FDB80837,CUST11247,2025-07-10,The agent was helpful and explained everything.,4,Yes,No
FDB80840,CUST11553,2024-05-10,Excellent customer service support.,5,No,Yes
FDB80841,CUST10037,2026-02-28,I'm not happy with the premium charged.,2,Yes,No
FDB80842,CUST11504,2023-12-24,The agent was helpful and explained everything.,4,No,Yes
FDB80845,CUST10328,2024-08-11,Need more clarity on policy coverage.,2,No,No
FDB80846,CUST10604,2025-03-01,Very satisfied with the claim process.,4,Yes,No
FDB80847,CUST11414,2024-03-26,Very satisfied with the claim process.,5,No,No
FDB80848,CUST10593,2024-10-27,Smooth experience with no issues.,5,No,No
FDB80849,CUST10548,2024-06-20,Need more clarity on policy coverage.,2,No,No
FDB80851,CUST10700,2024-09-22,Frustrated with repeated documentation requests.,2,No,No
FDB80855,CUST11353,2026-07-21,I'm not happy with the premium charged.,2,Yes,Yes
FDB80856,CUST10161,2024-08-22,Smooth experience with no issues.,5,No,Yes
FDB80858,CUST10802,2025-06-02,Very satisfied with the claim process.,5,Yes,No
FDB80863,CUST11003,2025-04-15,Had to wait too long for claim approval.,1,Yes,Yes
FDB80864,CUST10980,2024-11-13,Had to wait too long for claim approval.,1,Yes,Yes
FDB80866,CUST11371,2024-04-08,The agent was helpful and explained everything.,4,Yes,No
FDB80867,CUST11506,2023-12-12,Had to wait too long for claim approval.,2,No,Yes
FDB80869,CUST11630,2026-04-22,Smooth experience with no issues.,5,No,No
FDB80870,CUST10132,2024-11-20,Had to wait too long for claim approval.,2,No,No
FDB80871,CUST10134,2024-06-18,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80872,CUST10366,2025-10-27,The mobile app experience was intuitive.,4,No,No
FDB80876,CUST10091,2023-12-26,Excellent customer service support.,5,No,No
FDB80878,CUST11316,2026-02-12,Frustrated with repeated documentation requests.,2,Yes,No
FDB80879,CUST10222,2026-05-03,Smooth experience with no issues.,5,No,No
FDB80881,CUST10241,2025-05-20,Very satisfied with the claim process.,4,No,No
FDB80882,CUST10123,2023-12-03,Frustrated with repeated documentation requests.,2,No,No
FDB80883,CUST10605,2026-09-03,Very satisfied with the claim process.,5,No,No
FDB80885,CUST11028,2023-10-18,Very satisfied with the claim process.,5,No,No
FDB80886,CUST11228,2025-04-26,The agent was helpful and explained everything.,5,Yes,No
FDB80887,CUST10665,2025-09-04,Had to wait too long for claim approval.,1,No,Yes
FDB80888,CUST10428,2024-06-30,The agent was helpful and explained everything.,4,No,Yes
FDB80890,CUST10306,2026-03-05,Had to wait too long for claim approval.,2,Yes,No
FDB80891,CUST11083,2026-08-16,Claim process could be faster.,3,Yes,Yes
FDB80893,CUST10086,2024-05-08,Smooth experience with no issues.,4,Yes,No
FDB80894,CUST11377,2025-08-14,Smooth experience with no issues.,4,No,No
FDB80895,CUST10453,2024-04-27,Claim process could be faster.,2,Yes,Yes
FDB80896,CUST11466,2023-09-17,Claim process could be faster.,2,No,Yes
FDB80897,CUST10362,2024-05-28,Smooth experience with no issues.,4,No,Yes
FDB80899,CUST11463,2025-07-05,Excellent customer service support.,4,No,No
FDB80900,CUST10311,2026-03-10,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80901,CUST10528,2024-12-01,Very satisfied with the claim process.,5,Yes,Yes
FDB80902,CUST10450,2025-04-30,I'm not happy with the premium charged.,2,Yes,Yes
FDB80903,CUST11573,2025-05-18,Need more clarity on policy coverage.,2,Yes,No
FDB80905,CUST11561,2026-03-21,The mobile app experience was intuitive.,4,Yes,No
FDB80906,CUST10787,2025-06-01,The agent was helpful and explained everything.,4,No,Yes
FDB80907,CUST10958,2025-07-22,Need more clarity on policy coverage.,2,Yes,No
FDB80910,CUST10707,2025-11-30,Had to wait too long for claim approval.,1,Yes,No
FDB80912,CUST10878,2026-08-15,Had to wait too long for claim approval.,2,No,No
FDB80914,CUST10827,2024-06-18,Smooth experience with no issues.,5,Yes,No
FDB80915,CUST10687,2024-10-13,Need more clarity on policy coverage.,2,No,No
FDB80916,CUST10965,2026-05-17,Claim process could be faster.,2,No,Yes
FDB80918,CUST10574,2024-08-19,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80919,CUST11381,2024-09-29,The mobile app experience was intuitive.,4,No,No
FDB80921,CUST10213,2024-01-29,The mobile app experience was intuitive.,4,Yes,Yes
FDB80922,CUST11634,2026-04-03,Very satisfied with the claim process.,5,Yes,Yes
FDB80923,CUST10965,2026-08-19,The agent was helpful and explained everything.,4,Yes,No
FDB80924,CUST10815,2024-05-31,Very satisfied with the claim process.,5,Yes,No
FDB80927,CUST11213,2026-08-14,Frustrated with repeated documentation requests.,2,Yes,No
FDB80928,CUST11021,2026-01-10,Very satisfied with the claim process.,5,Yes,Yes
FDB80929,CUST11188,2025-03-13,Very satisfied with the claim process.,5,Yes,No
FDB80933,CUST10869,2025-06-27,Very satisfied with the claim process.,5,No,No
FDB80934,CUST10274,2025-11-01,Very satisfied with the claim process.,5,Yes,No
FDB80935,CUST11108,2025-10-29,The mobile app experience was intuitive.,4,Yes,Yes
FDB80936,CUST11298,2025-08-10,Excellent customer service support.,4,Yes,No
FDB80939,CUST10451,2025-01-25,Had to wait too long for claim approval.,2,Yes,Yes
FDB80940,CUST10593,2025-05-25,Frustrated with repeated documentation requests.,2,No,No
FDB80941,CUST10269,2023-11-01,Need more clarity on policy coverage.,2,Yes,No
FDB80943,CUST10010,2025-03-01,Need more clarity on policy coverage.,2,No,No
FDB80944,CUST10857,2024-12-25,Had to wait too long for claim approval.,2,Yes,Yes
FDB80945,CUST11063,2026-07-14,Frustrated with repeated documentation requests.,2,No,Yes
FDB80946,CUST11169,2024-03-09,I'm not happy with the premium charged.,2,Yes,No
FDB80948,CUST11017,2025-05-08,Frustrated with repeated documentation requests.,2,No,No
FDB80952,CUST10342,2024-02-13,Smooth experience with no issues.,4,Yes,No
FDB80955,CUST11356,2025-10-30,Had to wait too long for claim approval.,2,Yes,Yes
FDB80960,CUST10981,2025-02-22,I'm not happy with the premium charged.,2,Yes,No
FDB80961,CUST10468,2025-10-14,Had to wait too long for claim approval.,1,Yes,No
FDB80962,CUST11482,2026-07-03,Frustrated with repeated documentation requests.,2,No,No
FDB80966,CUST10898,2025-04-16,I'm not happy with the premium charged.,2,Yes,No
FDB80967,CUST11070,2025-09-12,Need more clarity on policy coverage.,2,No,No
FDB80969,CUST10402,2025-05-20,The mobile app experience was intuitive.,4,No,Yes
FDB80970,CUST11356,2026-04-21,Smooth experience with no issues.,4,No,Yes
FDB80971,CUST10366,2026-07-07,The mobile app experience was intuitive.,4,No,Yes
FDB80972,CUST10060,2024-02-09,The agent was helpful and explained everything.,4,Yes,Yes
FDB80973,CUST10308,2025-04-17,The mobile app experience was intuitive.,4,No,No
FDB80974,CUST11069,2025-09-19,Need more clarity on policy coverage.,2,No,Yes
FDB80975,CUST11045,2024-08-13,Smooth experience with no issues.,5,No,No
FDB80977,CUST10054,2025-07-03,Need more clarity on policy coverage.,2,No,No
FDB80978,CUST10046,2025-10-23,The mobile app experience was intuitive.,4,No,No
FDB80979,CUST10026,2024-09-30,Excellent customer service support.,5,Yes,No
FDB80980,CUST11434,2024-01-13,The agent was helpful and explained everything.,4,Yes,Yes
FDB80982,CUST11080,2025-07-07,Excellent customer service support.,5,No,Yes
FDB80983,CUST11195,2025-04-06,Frustrated with repeated documentation requests.,2,No,Yes
FDB80987,CUST11087,2025-06-24,Need more clarity on policy coverage.,2,Yes,No
FDB80988,CUST10002,2025-12-13,Excellent customer service support.,5,Yes,No
FDB80991,CUST11282,2025-08-15,The mobile app experience was intuitive.,4,Yes,No
FDB80992,CUST10924,2025-02-27,Very satisfied with the claim process.,4,No,Yes
FDB80993,CUST11634,2024-01-12,I'm not happy with the premium charged.,2,Yes,No
FDB80994,CUST10462,2023-12-10,Smooth experience with no issues.,4,Yes,No
FDB80995,CUST10139,2026-07-06,Excellent customer service support.,5,No,Yes
FDB80997,CUST11001,2026-07-10,Very satisfied with the claim process.,5,No,Yes
FDB80999,CUST11568,2024-11-23,Smooth experience with no issues.,4,No,No
