feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,contacted_agent,referred_claim
FDB80348,CUST11177,30/11/2024,The agent was helpful and explained everything.,4,Yes,Yes
FDB80349,CUST10338,17/02/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80350,CUST10504,15/02/2024,Very satisfied with the claim process.,5,Yes,No
FDB80351,CUST11259,27/07/2024,Very satisfied with the claim process.,5,No,Yes
FDB80352,CUST10932,10/04/2024,Excellent customer service support.,4,No,Yes
FDB80353,CUST10016,09/12/2023,Frustrated with repeated documentation requests.,2,No,No
FDB80354,CUST11450,29/05/2024,Excellent customer service support.,5,Yes,No
FDB80355,CUST10985,23/05/2025,Had to wait too long for claim approval.,2,Yes,No
FDB80356,CUST11527,18/12/2025,The mobile app experience was intuitive.,4,Yes,No
FDB80357,CUST10901,15/06/2024,I'm not happy with the premium charged.,2,Yes,Yes
FDB80358,CUST11056,08/04/2025,Need more clarity on policy coverage.,2,No,No
FDB80359,CUST99087,19/07/2024,Frustrated with repeated documentation requests.,2,No,Yes
FDB80360,CUST99222,27/09/2023,Smooth experience with no issues.,4,No,Yes
FDB80361,CUST10299,28/12/2025,Very satisfied with the claim process.,5,Yes,No
FDB80362,CUST99313,17/11/2023,Frustrated with repeated documentation requests.,2,Yes,No
FDB80363,CUST11045,12/01/2026,Smooth experience with no issues.,4,Yes,Yes
FDB80364,CUST99220,22/10/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80365,CUST99056,13/08/2024,The agent was helpful and explained everything.,5,Yes,No
FDB80366,CUST10319,27/03/2026,Excellent customer service support.,5,Yes,Yes
FDB80367,CUST10336,22/05/2026,The mobile app experience was intuitive.,4,No,Yes
FDB80368,CUST99137,04/01/2025,I'm not happy with the premium charged.,2,No,No
FDB80369,CUST11011,30/04/2026,Frustrated with repeated documentation requests.,2,Yes,No
FDB80370,CUST99155,23/03/2024,The agent was helpful and explained everything.,4,Yes,Yes
FDB80371,CUST99171,29/01/2025,Very satisfied with the claim process.,5,Yes,No
FDB80372,CUST10659,21/01/2025,The agent was helpful and explained everything.,5,Yes,Yes
FDB80373,CUST10189,02/09/2024,Very satisfied with the claim process.,5,No,No
FDB80374,CUST99295,15/09/2025,The agent was helpful and explained everything.,4,Yes,Yes
FDB80375,CUST99094,14/10/2025,Excellent customer service support.,4,No,No
FDB80376,CUST10756,09/06/2024,Claim process could be faster.,3,No,No
FDB80377,CUST10356,01/12/2025,Smooth experience with no issues.,5,No,No
FDB80378,CUST10998,29/09/2023,Smooth experience with no issues.,4,No,Yes
FDB80379,CUST99275,12/01/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80380,CUST10923,27/11/2024,Claim process could be faster.,3,Yes,No
FDB80381,CUST10582,11/11/2024,Excellent customer service support.,5,No,No
FDB80382,CUST11391,18/02/2025,The mobile app experience was intuitive.,4,Yes,No
FDB80383,CUST11154,26/10/2023,Smooth experience with no issues.,4,Yes,No
FDB80384,CUST99365,05/04/2025,Claim process could be faster.,3,No,No
FDB80385,CUST10644,31/05/2026,I'm not happy with the premium charged.,2,No,No
FDB80386,CUST99338,18/03/2025,Need more clarity on policy coverage.,2,No,Yes
FDB80387,CUST99326,21/09/2023,Excellent customer service support.,4,Yes,Yes
FDB80388,CUST10779,26/12/2024,The agent was helpful and explained everything.,4,No,No
FDB80389,CUST11200,09/10/2023,Very satisfied with the claim process.,4,Yes,No
FDB80390,CUST10960,09/03/2025,The mobile app experience was intuitive.,4,Yes,Yes
FDB80391,CUST10413,25/01/2026,Frustrated with repeated documentation requests.,2,Yes,No
FDB80392,CUST99063,16/01/2026,Had to wait too long for claim approval.,2,No,No
FDB80393,CUST99143,24/02/2025,Smooth experience with no issues.,5,Yes,No
FDB80394,CUST10326,25/05/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80395,CUST11359,30/07/2025,Smooth experience with no issues.,4,Yes,No
FDB80396,CUST99123,16/11/2025,I'm not happy with the premium charged.,2,Yes,No
FDB80397,CUST99188,15/05/2025,Very satisfied with the claim process.,5,Yes,No
FDB80398,CUST11565,06/08/2026,The mobile app experience was intuitive.,4,No,No
FDB80399,CUST10511,06/01/2026,The mobile app experience was intuitive.,4,Yes,Yes
FDB80400,CUST10569,08/04/2025,The agent was helpful and explained everything.,4,No,Yes
FDB80401,CUST10669,26/01/2026,Had to wait too long for claim approval.,1,No,No
FDB80402,CUST10555,19/03/2026,Frustrated with repeated documentation requests.,2,No,Yes
FDB80403,CUST99067,09/12/2023,Smooth experience with no issues.,4,No,No
FDB80404,CUST10582,11/06/2026,Excellent customer service support.,5,No,Yes
FDB80405,CUST99322,03/07/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80406,CUST10436,27/08/2026,I'm not happy with the premium charged.,2,Yes,No
FDB80407,CUST11498,06/12/2025,Claim process could be faster.,2,No,No
FDB80408,CUST11071,22/12/2025,Smooth experience with no issues.,4,Yes,No
FDB80409,CUST10604,19/12/2024,Need more clarity on policy coverage.,2,Yes,No
FDB80410,CUST11392,03/07/2024,I'm not happy with the premium charged.,2,Yes,Yes
FDB80411,CUST99299,10/01/2025,Claim process could be faster.,3,Yes,Yes
FDB80412,CUST99329,26/04/2026,Very satisfied with the claim process.,5,Yes,No
FDB80413,CUST10099,21/11/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80414,CUST99353,16/08/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80415,CUST11310,23/11/2023,Claim process could be faster.,2,Yes,No
FDB80416,CUST10096,14/08/2025,The agent was helpful and explained everything.,5,Yes,No
FDB80417,CUST10355,10/09/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80418,CUST10914,04/04/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80419,CUST99129,02/10/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80420,CUST10017,18/02/2026,Smooth experience with no issues.,4,Yes,Yes
FDB80421,CUST11304,20/12/2024,Had to wait too long for claim approval.,2,Yes,No
FDB80422,CUST99319,27/09/2023,The agent was helpful and explained everything.,5,Yes,No
FDB80423,CUST99095,25/05/2025,Claim process could be faster.,2,Yes,No
FDB80424,CUST99264,10/09/2023,The agent was helpful and explained everything.,4,Yes,Yes
FDB80425,CUST10755,27/02/2026,Need more clarity on policy coverage.,2,No,No
FDB80426,CUST10361,24/09/2023,The mobile app experience was intuitive.,4,No,Yes
FDB80427,CUST99234,07/05/2024,Very satisfied with the claim process.,5,Yes,No
FDB80428,CUST11054,15/12/2024,Very satisfied with the claim process.,5,Yes,No
FDB80429,CUST99109,13/06/2024,The agent was helpful and explained everything.,5,Yes,Yes
FDB80430,CUST10632,05/05/2024,Smooth experience with no issues.,5,No,No
FDB80431,CUST10472,12/09/2025,Smooth experience with no issues.,4,No,Yes
FDB80432,CUST11193,26/08/2024,I'm not happy with the premium charged.,2,No,No
FDB80433,CUST11171,17/01/2025,The mobile app experience was intuitive.,4,No,No
FDB80434,CUST11021,02/09/2025,Smooth experience with no issues.,5,Yes,No
FDB80435,CUST99164,25/12/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80436,CUST10984,25/05/2025,Claim process could be faster.,3,No,No
FDB80437,CUST99068,26/09/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80438,CUST99242,25/04/2026,Very satisfied with the claim process.,5,Yes,No
FDB80439,CUST10182,11/04/2026,Need more clarity on policy coverage.,2,Yes,No
FDB80440,CUST10115,18/02/2024,Frustrated with repeated documentation requests.,2,No,Yes
FDB80441,CUST99223,29/12/2025,Excellent customer service support.,4,Yes,No
FDB80442,CUST99077,16/04/2024,Need more clarity on policy coverage.,2,No,No
FDB80443,CUST11224,21/03/2024,Claim process could be faster.,3,Yes,Yes
FDB80444,CUST11330,02/10/2023,Very satisfied with the claim process.,5,Yes,No
FDB80445,CUST10209,24/06/2025,The agent was helpful and explained everything.,4,Yes,No
FDB80446,CUST99226,17/03/2026,Excellent customer service support.,5,Yes,Yes
FDB80447,CUST11198,05/01/2026,The mobile app experience was intuitive.,4,No,Yes
FDB80448,CUST10298,17/04/2025,Had to wait too long for claim approval.,2,Yes,No
FDB80449,CUST10062,16/07/2026,Smooth experience with no issues.,5,Yes,No
FDB80450,CUST10381,27/08/2024,Very satisfied with the claim process.,5,Yes,No
FDB80451,CUST10718,14/08/2024,Very satisfied with the claim process.,5,Yes,No
FDB80452,CUST99115,13/05/2024,Need more clarity on policy coverage.,2,Yes,No
FDB80453,CUST11430,19/04/2024,Had to wait too long for claim approval.,2,No,No
FDB80454,CUST99119,01/08/2024,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80455,CUST11293,12/12/2024,Frustrated with repeated documentation requests.,2,No,Yes
FDB80456,CUST10528,27/06/2024,Smooth experience with no issues.,4,No,No
FDB80457,CUST99088,26/06/2026,Smooth experience with no issues.,5,No,No
FDB80458,CUST99010,29/04/2024,The agent was helpful and explained everything.,5,Yes,No
FDB80459,CUST99168,27/09/2024,I'm not happy with the premium charged.,2,No,Yes
FDB80460,CUST99282,01/02/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80461,CUST10230,16/05/2026,Very satisfied with the claim process.,5,No,No
FDB80462,CUST10747,28/12/2024,The mobile app experience was intuitive.,4,No,Yes
FDB80463,CUST10588,06/03/2026,Claim process could be faster.,2,No,No
FDB80464,CUST99135,19/10/2024,Very satisfied with the claim process.,5,Yes,No
FDB80465,CUST10332,02/01/2025,I'm not happy with the premium charged.,2,No,No
FDB80466,CUST99300,27/11/2025,Smooth experience with no issues.,4,Yes,No
FDB80467,CUST99102,22/11/2025,Very satisfied with the claim process.,5,Yes,No
FDB80468,CUST10830,24/10/2024,Excellent customer service support.,4,No,Yes
FDB80469,CUST11025,05/01/2025,Excellent customer service support.,5,No,No
FDB80470,CUST10451,14/11/2024,I'm not happy with the premium charged.,2,No,No
FDB80471,CUST11376,16/04/2024,Excellent customer service support.,5,No,No
FDB80472,CUST11177,25/10/2024,Frustrated with repeated documentation requests.,2,Yes,No
FDB80473,CUST99162,12/02/2026,Claim process could be faster.,3,Yes,No
FDB80474,CUST99165,14/12/2023,The mobile app experience was intuitive.,4,No,No
FDB80475,CUST99287,13/03/2024,Very satisfied with the claim process.,5,Yes,Yes
FDB80476,CUST10044,31/05/2026,Smooth experience with no issues.,4,No,Yes
FDB80477,CUST10344,06/11/2025,Had to wait too long for claim approval.,2,No,Yes
FDB80478,CUST99111,15/01/2024,Very satisfied with the claim process.,5,Yes,No
FDB80479,CUST11349,11/12/2025,The agent was helpful and explained everything.,5,Yes,No
FDB80480,CUST10037,13/01/2024,Need more clarity on policy coverage.,2,Yes,Yes
FDB80481,CUST11481,21/02/2025,Smooth experience with no issues.,5,No,No
FDB80482,CUST11257,27/06/2025,Very satisfied with the claim process.,5,No,No
FDB80483,CUST10074,03/12/2025,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80484,CUST99283,16/08/2024,The agent was helpful and explained everything.,4,No,Yes
FDB80485,CUST99292,31/03/2024,Claim process could be faster.,3,Yes,No
FDB80486,CUST11647,18/08/2026,Claim process could be faster.,2,Yes,No
FDB80487,CUST11396,27/01/2026,Very satisfied with the claim process.,5,Yes,No
FDB80488,CUST10290,02/10/2024,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80489,CUST10928,09/06/2024,Excellent customer service support.,5,Yes,No
FDB80490,CUST11144,04/01/2024,I'm not happy with the premium charged.,2,Yes,Yes
FDB80491,CUST10129,16/01/2025,I'm not happy with the premium charged.,2,Yes,Yes
FDB80492,CUST10386,11/09/2023,Need more clarity on policy coverage.,2,Yes,Yes
FDB80493,CUST10975,31/01/2026,Excellent customer service support.,4,Yes,No
FDB80494,CUST10116,15/11/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80495,CUST11030,31/03/2026,The agent was helpful and explained everything.,4,Yes,No
FDB80496,CUST99059,26/09/2024,The mobile app experience was intuitive.,4,Yes,Yes
FDB80497,CUST99201,06/07/2026,Excellent customer service support.,5,Yes,No
FDB80498,CUST10964,08/03/2026,Had to wait too long for claim approval.,1,Yes,No
FDB80499,CUST99246,22/12/2024,The mobile app experience was intuitive.,4,Yes,Yes
FDB80500,CUST10723,21/03/2026,Very satisfied with the claim process.,5,Yes,No
FDB80501,CUST99034,29/07/2024,Smooth experience with no issues.,5,No,No
FDB80502,CUST99078,03/09/2026,The mobile app experience was intuitive.,4,Yes,Yes
FDB80503,CUST99152,05/12/2023,Excellent customer service support.,5,Yes,Yes
FDB80504,CUST99131,09/08/2025,The mobile app experience was intuitive.,4,No,Yes
FDB80505,CUST11302,04/11/2024,Excellent customer service support.,5,Yes,No
FDB80506,CUST99355,01/02/2025,Excellent customer service support.,5,No,No
FDB80507,CUST10552,12/07/2026,Smooth experience with no issues.,4,No,No
FDB80508,CUST99276,01/07/2024,Very satisfied with the claim process.,5,No,No
FDB80509,CUST11026,13/08/2025,Smooth experience with no issues.,5,Yes,No
FDB80510,CUST99053,23/08/2024,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80511,CUST10505,05/02/2024,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80512,CUST11643,02/06/2024,Very satisfied with the claim process.,5,No,No
FDB80513,CUST10469,14/05/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80514,CUST99265,22/01/2024,Claim process could be faster.,2,No,No
FDB80515,CUST99346,21/02/2024,The mobile app experience was intuitive.,4,Yes,No
FDB80516,CUST99364,04/10/2025,Had to wait too long for claim approval.,2,No,No
FDB80517,CUST99301,17/12/2025,The agent was helpful and explained everything.,4,No,No
FDB80518,CUST99177,10/11/2023,I'm not happy with the premium charged.,2,No,No
FDB80519,CUST99321,30/01/2026,Very satisfied with the claim process.,5,No,No
FDB80520,CUST11524,10/04/2026,The mobile app experience was intuitive.,4,Yes,Yes
FDB80521,CUST10547,28/08/2025,Claim process could be faster.,3,Yes,No
FDB80522,CUST11547,15/10/2024,Excellent customer service support.,4,Yes,No
FDB80523,CUST10025,01/12/2024,Excellent customer service support.,5,No,Yes
FDB80524,CUST10179,23/02/2024,The agent was helpful and explained everything.,4,No,No
FDB80525,CUST11234,10/03/2024,Excellent customer service support.,5,Yes,Yes
FDB80526,CUST10113,26/06/2026,The agent was helpful and explained everything.,5,No,No
FDB80527,CUST99033,27/07/2026,The mobile app experience was intuitive.,4,Yes,Yes
FDB80528,CUST99324,25/11/2025,Frustrated with repeated documentation requests.,2,No,No
FDB80529,CUST99354,08/02/2026,Smooth experience with no issues.,5,No,No
FDB80530,CUST99198,21/03/2024,Had to wait too long for claim approval.,2,Yes,No
FDB80531,CUST99259,24/04/2026,I'm not happy with the premium charged.,2,No,No
FDB80532,CUST99051,01/01/2024,Excellent customer service support.,5,No,No
FDB80533,CUST10564,28/02/2024,Had to wait too long for claim approval.,2,No,Yes
FDB80534,CUST10254,02/03/2025,Smooth experience with no issues.,5,No,No
FDB80535,CUST11372,04/08/2024,The mobile app experience was intuitive.,4,Yes,No
FDB80536,CUST99031,20/07/2025,Claim process could be faster.,2,No,No
FDB80537,CUST99320,27/05/2026,Had to wait too long for claim approval.,2,No,No
FDB80538,CUST10385,20/06/2024,The mobile app experience was intuitive.,4,No,No
FDB80539,CUST11122,20/08/2024,The agent was helpful and explained everything.,4,No,No
FDB80540,CUST10781,09/01/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80541,CUST11064,01/09/2024,Excellent customer service support.,4,Yes,No
FDB80542,CUST99121,05/05/2026,Need more clarity on policy coverage.,2,Yes,No
FDB80543,CUST99107,11/10/2023,Very satisfied with the claim process.,5,Yes,No
FDB80544,CUST99032,16/04/2026,Had to wait too long for claim approval.,1,No,No
FDB80545,CUST10210,01/06/2026,Had to wait too long for claim approval.,1,No,No
FDB80546,CUST99013,24/10/2023,Smooth experience with no issues.,5,Yes,No
FDB80547,CUST10313,21/10/2024,Claim process could be faster.,2,Yes,No
FDB80548,CUST10746,20/06/2025,The mobile app experience was intuitive.,4,Yes,Yes
FDB80549,CUST10712,01/04/2025,The mobile app experience was intuitive.,4,No,Yes
FDB80550,CUST99260,24/02/2024,Excellent customer service support.,5,Yes,No
FDB80551,CUST99278,20/09/2023,Need more clarity on policy coverage.,2,No,No
FDB80552,CUST11366,14/05/2026,Frustrated with repeated documentation requests.,2,Yes,No
FDB80553,CUST99149,13/12/2023,Very satisfied with the claim process.,5,No,No
FDB80554,CUST10660,22/08/2026,Need more clarity on policy coverage.,2,Yes,No
FDB80555,CUST10082,05/01/2024,The mobile app experience was intuitive.,4,Yes,No
FDB80556,CUST99160,06/02/2025,Frustrated with repeated documentation requests.,2,No,No
FDB80557,CUST99361,16/08/2026,Need more clarity on policy coverage.,2,No,No
FDB80558,CUST11152,30/03/2026,The agent was helpful and explained everything.,5,Yes,Yes
FDB80559,CUST10329,14/04/2025,Frustrated with repeated documentation requests.,2,No,No
FDB80560,CUST99233,29/01/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80561,CUST99325,26/06/2025,Smooth experience with no issues.,4,Yes,Yes
FDB80562,CUST99221,01/08/2025,The agent was helpful and explained everything.,5,Yes,No
FDB80563,CUST11157,10/08/2024,I'm not happy with the premium charged.,2,Yes,No
FDB80564,CUST99314,30/01/2025,I'm not happy with the premium charged.,2,No,No
FDB80565,CUST11140,20/05/2026,Smooth experience with no issues.,5,No,No
FDB80566,CUST99016,22/01/2024,Excellent customer service support.,5,Yes,Yes
FDB80567,CUST11023,23/08/2025,The mobile app experience was intuitive.,4,Yes,Yes
FDB80568,CUST11416,08/10/2024,Had to wait too long for claim approval.,2,No,No
FDB80569,CUST11502,07/07/2025,Very satisfied with the claim process.,5,Yes,No
FDB80570,CUST10658,28/10/2025,Smooth experience with no issues.,4,No,No
FDB80571,CUST99215,08/02/2025,Had to wait too long for claim approval.,2,No,Yes
FDB80572,CUST11015,02/12/2025,Had to wait too long for claim approval.,1,No,Yes
FDB80573,CUST99062,25/03/2026,Smooth experience with no issues.,5,No,No
FDB80574,CUST99293,06/04/2024,Need more clarity on policy coverage.,2,No,No
FDB80575,CUST99323,01/05/2024,Need more clarity on policy coverage.,2,No,No
FDB80576,CUST99003,24/01/2024,The agent was helpful and explained everything.,4,No,Yes
FDB80577,CUST11144,02/07/2026,I'm not happy with the premium charged.,2,Yes,Yes
FDB80578,CUST10274,08/05/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80579,CUST10509,03/12/2023,Had to wait too long for claim approval.,1,No,Yes
FDB80580,CUST11196,16/12/2023,Smooth experience with no issues.,5,Yes,No
FDB80581,CUST10523,19/11/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80582,CUST99048,03/05/2026,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80583,CUST10673,28/12/2023,Claim process could be faster.,2,No,No
FDB80584,CUST99150,08/05/2024,Need more clarity on policy coverage.,2,No,No
FDB80585,CUST11335,24/03/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80586,CUST10037,26/08/2025,I'm not happy with the premium charged.,2,No,Yes
FDB80587,CUST10874,29/08/2024,Need more clarity on policy coverage.,2,Yes,No
FDB80588,CUST11423,06/08/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80589,CUST99108,05/09/2025,The agent was helpful and explained everything.,4,No,Yes
FDB80590,CUST11151,26/03/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80591,CUST99174,28/05/2025,Claim process could be faster.,3,Yes,No
FDB80592,CUST10331,29/04/2026,Excellent customer service support.,5,Yes,No
FDB80593,CUST99019,14/12/2025,Very satisfied with the claim process.,5,Yes,Yes
FDB80594,CUST99007,26/01/2024,Had to wait too long for claim approval.,1,No,No
FDB80595,CUST99182,09/12/2024,Frustrated with repeated documentation requests.,2,Yes,No
FDB80596,CUST11389,28/08/2025,Very satisfied with the claim process.,4,No,Yes
FDB80597,CUST10443,30/05/2025,The agent was helpful and explained everything.,4,No,Yes
FDB80598,CUST11632,24/06/2026,Excellent customer service support.,4,Yes,No
FDB80599,CUST11098,11/10/2023,The agent was helpful and explained everything.,4,Yes,No
FDB80600,CUST10228,23/05/2026,Need more clarity on policy coverage.,2,No,No
FDB80601,CUST99126,29/10/2024,Need more clarity on policy coverage.,2,Yes,No
FDB80602,CUST10249,26/10/2023,The agent was helpful and explained everything.,4,Yes,Yes
FDB80603,CUST10825,07/04/2024,Had to wait too long for claim approval.,1,No,Yes
FDB80604,CUST99070,21/03/2024,Smooth experience with no issues.,5,Yes,No
FDB80605,CUST10694,07/02/2024,Had to wait too long for claim approval.,1,Yes,Yes
FDB80606,CUST10965,11/10/2023,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80607,CUST11602,22/01/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80608,CUST99256,28/02/2024,Claim process could be faster.,2,No,No
FDB80609,CUST99255,22/08/2024,Excellent customer service support.,4,No,No
FDB80610,CUST99025,23/05/2025,Very satisfied with the claim process.,5,No,No
FDB80611,CUST99236,15/02/2025,Need more clarity on policy coverage.,2,No,Yes
FDB80612,CUST10441,14/09/2024,Had to wait too long for claim approval.,2,No,No
FDB80613,CUST99172,24/07/2025,Claim process could be faster.,2,No,Yes
FDB80614,CUST99334,15/02/2026,Had to wait too long for claim approval.,1,Yes,No
FDB80615,CUST99187,28/05/2025,Need more clarity on policy coverage.,2,No,Yes
FDB80616,CUST99106,11/01/2025,The mobile app experience was intuitive.,4,No,Yes
FDB80617,CUST10125,26/04/2024,I'm not happy with the premium charged.,2,Yes,No
FDB80618,CUST11388,15/07/2025,The agent was helpful and explained everything.,4,No,Yes
FDB80619,CUST11291,24/04/2025,Smooth experience with no issues.,4,No,Yes
FDB80620,CUST11543,11/01/2024,The mobile app experience was intuitive.,4,No,Yes
FDB80621,CUST99360,06/07/2024,Smooth experience with no issues.,4,No,No
FDB80622,CUST10387,24/12/2025,Claim process could be faster.,2,No,Yes
FDB80623,CUST99288,12/06/2026,Very satisfied with the claim process.,4,Yes,Yes
FDB80624,CUST10328,07/09/2024,The mobile app experience was intuitive.,4,Yes,Yes
FDB80625,CUST10242,09/05/2026,The mobile app experience was intuitive.,4,No,No
FDB80626,CUST99200,09/06/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80627,CUST10253,04/02/2026,Claim process could be faster.,2,No,No
FDB80628,CUST99124,19/02/2025,Very satisfied with the claim process.,5,No,Yes
FDB80629,CUST99303,27/04/2025,Had to wait too long for claim approval.,1,Yes,Yes
FDB80630,CUST10110,30/08/2025,Claim process could be faster.,3,Yes,Yes
FDB80631,CUST99040,05/09/2025,Excellent customer service support.,5,No,No
FDB80632,CUST11585,13/09/2024,Smooth experience with no issues.,5,No,Yes
FDB80633,CUST99015,25/03/2025,The mobile app experience was intuitive.,4,No,No
FDB80634,CUST11258,12/11/2023,Claim process could be faster.,2,Yes,No
FDB80635,CUST11278,08/10/2024,Frustrated with repeated documentation requests.,2,Yes,No
FDB80636,CUST99035,07/08/2025,Had to wait too long for claim approval.,2,No,No
FDB80637,CUST11114,27/07/2026,I'm not happy with the premium charged.,2,No,Yes
FDB80638,CUST99099,20/01/2024,Very satisfied with the claim process.,4,Yes,No
FDB80639,CUST99194,09/05/2024,Need more clarity on policy coverage.,2,No,No
FDB80640,CUST99247,17/01/2025,Excellent customer service support.,4,No,Yes
FDB80641,CUST99110,03/01/2024,The agent was helpful and explained everything.,5,Yes,No
FDB80642,CUST11160,29/04/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80643,CUST10999,24/07/2024,Very satisfied with the claim process.,5,No,No
FDB80644,CUST99178,18/04/2026,Claim process could be faster.,2,No,Yes
FDB80645,CUST10517,05/08/2024,Smooth experience with no issues.,5,No,Yes
FDB80646,CUST99021,25/12/2024,I'm not happy with the premium charged.,2,Yes,Yes
FDB80647,CUST11134,17/08/2026,Frustrated with repeated documentation requests.,2,No,Yes
FDB80648,CUST11503,03/12/2023,I'm not happy with the premium charged.,2,No,Yes
FDB80649,CUST10374,11/04/2026,I'm not happy with the premium charged.,2,No,No
FDB80650,CUST11504,10/03/2025,The mobile app experience was intuitive.,4,No,No
FDB80651,CUST11289,12/11/2024,Excellent customer service support.,4,Yes,No
FDB80652,CUST99065,01/07/2026,Smooth experience with no issues.,4,Yes,Yes
FDB80653,CUST11204,02/09/2026,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80654,CUST10125,04/04/2024,Excellent customer service support.,5,No,Yes
FDB80655,CUST11178,12/03/2026,The mobile app experience was intuitive.,4,Yes,No
FDB80656,CUST11013,04/05/2024,Very satisfied with the claim process.,4,No,No
FDB80657,CUST99085,22/09/2023,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80658,CUST99037,15/11/2025,Very satisfied with the claim process.,5,No,Yes
FDB80659,CUST10985,25/09/2024,Claim process could be faster.,2,No,Yes
FDB80660,CUST99044,23/06/2025,The agent was helpful and explained everything.,5,Yes,Yes
FDB80661,CUST10361,17/02/2024,I'm not happy with the premium charged.,2,No,Yes
FDB80662,CUST10171,03/04/2026,I'm not happy with the premium charged.,2,No,No
FDB80663,CUST10978,01/04/2025,I'm not happy with the premium charged.,2,No,No
FDB80664,CUST10853,28/01/2026,The mobile app experience was intuitive.,4,Yes,Yes
FDB80665,CUST10486,05/10/2024,Claim process could be faster.,2,No,No
FDB80666,CUST99363,13/05/2024,Very satisfied with the claim process.,5,No,No
FDB80667,CUST11194,08/07/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80668,CUST99239,07/04/2025,Smooth experience with no issues.,5,No,No
FDB80669,CUST99229,18/10/2024,I'm not happy with the premium charged.,2,Yes,No
FDB80670,CUST10161,22/12/2023,Very satisfied with the claim process.,5,No,No
FDB80671,CUST99216,03/03/2024,Smooth experience with no issues.,5,No,No
FDB80672,CUST10970,30/07/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80673,CUST10048,12/07/2025,Had to wait too long for claim approval.,1,Yes,No
FDB80674,CUST11218,16/03/2026,Smooth experience with no issues.,5,No,Yes
FDB80675,CUST10974,05/12/2025,Smooth experience with no issues.,5,Yes,No
FDB80676,CUST99014,17/02/2024,Very satisfied with the claim process.,5,Yes,Yes
FDB80677,CUST99335,02/07/2026,Frustrated with repeated documentation requests.,2,No,Yes
FDB80678,CUST11099,03/07/2025,I'm not happy with the premium charged.,2,Yes,Yes
FDB80679,CUST99042,01/04/2026,Very satisfied with the claim process.,5,Yes,No
FDB80680,CUST10566,05/07/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80681,CUST10801,21/07/2026,Excellent customer service support.,4,No,Yes
FDB80682,CUST10550,09/07/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80683,CUST99297,24/07/2024,Claim process could be faster.,2,No,Yes
FDB80684,CUST11300,18/05/2026,Very satisfied with the claim process.,5,No,No
FDB80685,CUST99244,04/08/2026,The agent was helpful and explained everything.,4,No,No
FDB80686,CUST11284,10/05/2026,I'm not happy with the premium charged.,2,No,Yes
FDB80687,CUST99359,28/01/2025,Claim process could be faster.,3,Yes,No
FDB80688,CUST99243,31/01/2024,Had to wait too long for claim approval.,2,No,No
FDB80689,CUST10112,28/06/2026,I'm not happy with the premium charged.,2,Yes,No
FDB80690,CUST10505,04/09/2023,I'm not happy with the premium charged.,2,Yes,No
FDB80691,CUST99281,05/06/2024,Need more clarity on policy coverage.,2,No,Yes
FDB80692,CUST11558,05/05/2025,Had to wait too long for claim approval.,2,No,No
FDB80693,CUST10984,10/08/2024,Excellent customer service support.,5,Yes,Yes
FDB80694,CUST99134,11/06/2026,Smooth experience with no issues.,4,Yes,No
FDB80695,CUST99191,06/07/2025,Had to wait too long for claim approval.,2,No,No
FDB80696,CUST99262,21/07/2026,Very satisfied with the claim process.,5,Yes,Yes
FDB80697,CUST99306,07/11/2023,The agent was helpful and explained everything.,5,Yes,No
